manager_id,manager_name,type,style,strategy,sector,website,email_1,email_2,phone_1,email_score,contact_name,contact_title,confidence,source,status,notes,last_checked
488,BCV (Banque Cantonale Vaudoise),RiskPremia,Systematic,Multi Strategy,Global,,,,+41 844 228 228,0,,,medium,Gemini:Contacts,Needs Review,Banque Cantonale Vaudoise official website and various business directories; specific email for RiskPremia fund not found,2026-06-29
489,BDL Capital,Market Neutral,Systematic,Multi Strategy,Global,https://www.bdlcm.com,flavien.delpino@bdlcm.com,alessandro.curtidaporto@bdlcm.com,0620719104,70,Cyril Michot,Investor Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,BDL Capital Management official website (bdlcm.com/en-at/contact/),2026-06-29
501,Bedrock Digital Assets,Crypto,Systematic,Digital Asset Allocator,Global,https://www.bedrockassets.io,,,202209-2706,0,"Michael Messing, Eric Scovill",Co-founder and Manager,low,"Gemini:URL, WebScrape",Needs Review,https://www.bedrockassets.io/leadership-team,2026-06-29
505,Being and investments,LongOnly,Discretionary,Activist,Equity,https://www.beingandinvestments.com,info@beingandinvestments.com,anders.holst@beingandinvestments.com,+46 73 528 26 56,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website: https://www.beingandinvestments.com/contact,2026-06-29
4163,Bellator Capital,CTA,Systematic,Trend Following,Global,https://www.bellator-capital.com,becky@bellator-capital.com,,801 658-2259,60,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Contact information found on Bellator Capital's website (bellatorcap.com), which describes providing financing solutions. A separate website (bellator-capital.com) describes a CTA fund registered with CFTC and NFA, but explicit contact information was not found on that site.",2026-06-29
509,Bellevue,AssetAllocation,Discretionary,Multi Strategy,Global,https://bellevueasset.com,info@bellevueasset.com,,1-425-289-1041,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Bellevue Asset Management website,2026-06-29
4004,Bennelong Funds Management,Equity LS,Discretionary,Fundamental,Asia,https://www.bennelongfunds.com,client.experience@bennelongfunds.com,,+61 1800 895 388,70,Client Experience team,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Bennelong Funds Management official website (bennelongfunds.com/contact),2026-06-29
517,Bentley Reid & Co (UK),Crypto,Discretionary,Digital Asset Allocator,Global,https://bentleytrust.com,malta@bentleytrust.com,,35621378828,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Bentley Trust official website (bentleytrust.com) - Contact Us section,2026-06-29
532,BIG Banco de Investimento Global,CTA,Discretionary,Multi Strategy,Global,https://www.big.pt,apoio@big.pt,,213305377,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website (big.pt/contactos) - Customer Support,2026-06-29
4005,Billings Capital Management,Equity LS,Discretionary,Fundamental,Global,http://www.billingscap.com,info@billingscap.com,,(410)-801-6820,80,Eric Francis Billings,Managing Member,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,privatefunddata.com,2026-06-29
537,BioPharma,Fixed Income,Discretionary,Credit,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
4363,Bit Capital,Crypto,Discretionary,Crypto LS,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
543,Bitcoin Ether Risk-adjusted Index,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
547,BitSage Asset Management,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
559,Blackrock,Equity LS,Systematic,Multi Strategy,US,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
560,Blackstone,Hedge Fund,Fund of Funds,Diversified,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
572,Block Asset Management Sarl,Crypto,Fund of Funds,Crypto LS,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
577,Blockchain Growth Index,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
583,Blue Bar Futures Trading Management,CTA,Discretionary,Multi Strategy,Agricultural,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
4369,Blue Coin Capital,Crypto,Discretionary,Crypto LS,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
586,Blue Creek Capital Management,CTA,Discretionary,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
587,Blue Diamond Asset Management,CTA,Systematic,Market Neutral,Volatility,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
594,Bluebalance,CTA,Discretionary,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
4007,BlueCove Limited,Fixed Income,Systematic,Multi Strategy,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
4214,Bluestem Capital Management,CTA,Systematic,Multi Strategy,Volatility,https://www.bluestemcta.com,info@bluestemcta.com,,(646) 421-3003,80,John Ryan Faulkner,President,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Bluestem Capital Management official website,2026-06-29
4028,Boardman Bay Capital Management,Equity LS,Discretionary,Fundamental,Technology,https://www.boardmanbay.com,ir@boardmanbay.com,,,80,,,low,"Gemini:URL, WebScrape",Verified,Unable to reliably extract contact information due to repeated timeouts with web search and inability to parse PDF content or fully render dynamic web pages with fetch_url.,2026-06-29
611,Bocken Trading,CTA,Discretionary,Fundamental,Agricultural,,,,,0,,,low,None,No Reliable Contact Found,Unable to perform web searches to find contact information.,2026-06-29
618,Boothbay Fund Management,Hedge Fund,Fund of Funds,Diversified,Global,,,,,0,,,low,None,No Reliable Contact Found,Unable to perform web search due to repeated timeouts.,2026-06-29
619,Borea Asset Management AS,Fixed Income,Credit,Fundamental,Nordic,,,,,0,,,low,None,No Reliable Contact Found,Could not retrieve information due to repeated search timeouts.,2026-06-29
629,Bowmoor Capital,CTA,Systematic,Trend Following,Global,,,,,0,,,low,None,No Reliable Contact Found,Unable to perform web searches due to repeated timeouts from the search tool. Could not find contact information for Bowmoor Capital.,2026-06-29
630,BPI,Market Neutral,Discretionary,Fundamental,Europe,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
3918,Bradesco Asset Management,Fixed Income,Discretionary,Fundamental,Emerging,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
631,Bramshill,Fixed Income,Discretionary,Fundamental,US,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
3942,Brasil Capital,Equity LS,Discretionary,Fundamental,Emerging,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
637,Brevan Howard Asset Management,CTA,Discretionary,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
641,Bridgewater,Fixed Income,Systematic,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
4320,Bridgeway Capital Management,Equity LS,Systematic,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
642,Brigade,Fixed Income,Discretionary,Fundamental,Credit,,,,,0,,,,None,No Reliable Contact Found,,2026-06-30
4008,Bright Stream Capital Management,Hedge Fund,Discretionary,Fundamental,Global,,,,,0,,,low,None,No Reliable Contact Found,No publicly available contact information for Bright Stream Capital Management was found on official websites or SEC filings.,2026-06-30
3740,Brilliance Asset Management,Equity LS,Discretionary,Fundamental,Asia,https://www.brilliancecap.com,bd@brilliancecap.com,,+852 3850 2666,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website (https://www.brilliancecap.com/),2026-06-30
4022,Broadmark Asset Mgmt,Equity LS,Systematic,Tactical,US,https://www.broadmarkasset.com,,,+12125866566,0,Dan Barnett,,medium,"Gemini:URL, Gemini:Contacts",Needs Review,AllBiz.com business directory,2026-06-30
648,Brummer & Partners,Hedge Fund,Fund of Funds,Diversified,Nordic,https://www.brummer.se,info@brummer.se,,+46 8 407 13 00,80,Carl-Johan Brodowsky,Partner and Global Co-Head of Investor Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Private Equity International, SWFI Institute, Jensen Partners news article",2026-06-30
651,BTG Pactual,CTA,Discretionary,Fundamental,Global,https://www.btgpactual.us,atendimentousinvestimentos@btgpactual.com,customersupportus@btgpactual.com,+1 786 792 5440,20,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,"BTG Pactual US Disclosures page (https://www.btgpactual.com/us/wealth-management/btg-pactual-us-capital-disclosures), states this number can be used for inquiries regarding advisory services or to request a copy of BTG Asset Management’s Form CRS.",2026-06-30
662,Burren,Event Driven,Discretionary,Fundamental,Global,https://www.burrencap.com,info@burrencap.com,,+35020068880,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website,2026-06-30
664,Butler,Fixed Income,Discretionary,Fundamental,Europe,https://guybutler.co.uk,jamie.macfarlane@guybutler.co.uk,,,70,Jamie Macfarlane,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website: https://guybutler.co.uk,2026-06-30
667,BYC CAPITAL,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,medium,None,No Reliable Contact Found,BYC CAPITAL Crypto Strategy featured on Iconomi.com,2026-06-30
670,C-QUADRAT Kapitalanlage,AssetAllocation,Systematic,Diversified,Global,https://www.c-quadrat.com,info@c-quadrat.com,,,80,,,high,"Gemini:URL, Gemini:Contacts",Verified,Company website: https://www.c-quadrat.com/kontakt,2026-06-30
674,Caddo Capital Management,CTA,Systematic,Multi Strategy,Global,,,,,0,Jerry Szilagyi,CEO,medium,None,No Reliable Contact Found,SEC EDGAR search snippet,2026-06-30
675,Cadwyn Capital,CTA,Systematic,Multi Strategy,Global,https://www.cadwyn-capital.com,info@cadwyn-capital.com,talent@cadwyn-capital.com,,80,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,company website,2026-06-30
679,Calamos,Equity LS,Discretionary,Fundamental,Global,https://www.calamos.com,investmentprofessionals@calamos.com,,1-866-363-9219,60,"Greg Kuhl, CFA","SVP, Head of Institutional Services",high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Calamos Investments official website (calamos.com/contact-us/). Also found general inquiries at 1-630-245-7200 and caminfo@calamos.com.,2026-06-30
681,Calculo Capital,CTA,Systematic,Trend Following,Commodity,https://calculocapital.dk,mail@calculocapital.dk,,+4570713055,60,Philip Engel Carlsson,Portfolio Manager and CEO,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Web search snippet from Scribd document 'Calculo Evolution Fund Overview',2026-06-30
4232,Calibrate Management,Equity LS,Discretionary,Fundamental,Europe,https://www.calibrate-mgmt.com,info@calibrate-partners.com,info@calibrate-mgmt.com,+44 20 3988 2020,40,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Calibrate Management Ltd official website: https://www.calibrate-mgmt.com,2026-06-30
687,Camelot,Event Driven,Discretionary,Fundamental,Global,https://www.cameloteventdrivenfund.com,info@camelotportfolios.com,,+1-800-8691679,40,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,company website,2026-06-30
690,Campbell & Company,CTA,Systematic,Multi Strategy,Global,https://www.campbell.com,,,1.800.698.7235,0,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,company website contact page,2026-06-30
3704,Campsor,Crypto,Discretionary,Digital Asset Allocator,Global,https://www.campsorcapital.com,info@campsorcapital.com,,,80,,,high,"Gemini:URL, Gemini:Contacts",Verified,Campsor Capital Privacy Policy page,2026-06-30
693,Candriam Investors Group,Market Neutral,Discretionary,Fundamental,Global,https://www.candriam.com,complaints@candriam.com,,+44 20 7831 0898,60,,,medium,"Gemini:URL, Gemini:Contacts",Verified,Email for complaints from Candriam's official website (candriam.com); Phone number from The Investment Association website.,2026-06-30
695,Cantor Fitzgerald,Equity LS,Discretionary,Multi Strategy,Global,https://www.cantor.com,gstoffels@cantor.com,,+1 212-938-5000,60,Howard W. Lutnick,Chairman and CEO,medium,"Gemini:URL, Gemini:Contacts",Verified,findaddressphonenumbers.com,2026-06-30
4502,Capeview,Equity LS,Discretionary,Fundamental,Europe,https://www.capeviewcapital.com,investorservices@capeviewcapital.com,,+44 (0) 20 7563 9402,60,,Investor Services,high,"Gemini:URL, Gemini:Contacts",Verified,Company website: https://www.capeviewcapital.com/contact.html,2026-06-30
697,Capital Four Management,Fixed Income,Credit,Fundamental,High Yield,https://www.capital-four.com,ricky.martens@capital-four.com,jan.hebeler@capital-four.com,+31620703797,70,Jakob Gammelgaard,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website (capital-four.com/contact),2026-06-30
698,Capital Fund Management,CTA,Systematic,Trend Following,Global,https://www.cfm.com,contact@cfm.com,,+1 437 8365101,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website (cfm.com/contact-us),2026-06-30
3718,Capricorn Strategies,CTA,Systematic,Multi Strategy,Global,,,,+45 3393 5558,0,Mike Rasmussen,Press Contact,high,Gemini:Contacts,Needs Review,PRUnderground Newsroom for Capricorn Strategies Ltd.,2026-06-30
3762,Capstone Futures Group,CTA,Systematic,Short Term,Global,https://www.capstonefuturesgroup.com,,,,0,David Bean (Portfolio Manager),Portfolio Manager,medium,Gemini:URL,No Reliable Contact Found,"IASG.com, NFA BASIC (via NFA ID 0450301). To find official contact information, please visit the NFA BASIC website at https://www.nfa.futures.org/BasicNet/ and search for NFA ID 0450301.",2026-06-30
706,Capstone Investment Advisors,CTA,Systematic,Trend Following,Alternative,https://www.capstoneco.com,clientservices@capstoneco.com,,+1 212 232 1420,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Capstone Investment Advisors official website (capstoneco.com/contact), Client Services email for Investor Relations Inquiry",2026-06-30
3751,Captor Fund Management,LongOnly,Discretionary,Fundamental,Equity,https://www.captor.se,,,559051-3189,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Official company website (captor.se),2026-06-30
4389,Capula Investment Management,Hedge Fund,Discretionary,Market Neutral,Volatility,https://www.capulaglobal.com,admin@capulaglobal.com,,+44 20 7071 0900,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Capula Investment Management official website contact page: https://www.capulaglobal.com/contact/,2026-06-30
709,Caravela Energy Partners,CTA,Discretionary,Fundamental,Energy,,info@caravelapartners.com,,+1-203-493-1343,40,,,high,Gemini:Contacts,Needs Review,Caravela Energy Partners official website snippet and Form D filing website snippet.,2026-06-30
711,Carbon Cap Management,CTA,Discretionary,Multi Strategy,Energy,https://carbon-cap.com,investorinfo@carbon-cap.com,,0204 5265 480,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Carbon Cap Management official website,2026-06-30
4147,Caretta Capital Management,CTA,Systematic,Trend Following,Global,https://www.carettacm.com,info@carettacm.com,,+1 (919) 322-9523,80,Eric (implied),"Portfolio Manager (implied from 'Team' page snippet in previous search, but not explicitly stated on contact page.)",medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Caretta Capital Management official website (carettacm.com/contact),2026-06-30
719,Carlsson Noren Asset Management,Fixed Income,Discretionary,Fundamental,Macro,,fredrik.carlsson@meriticapital.se,,+46 70 692 9045,30,Fredrik Carlsson,,high,Gemini:Contacts,Needs Review,Carlsson Noren Asset Management AB official website (referring to Meriti Capital AB as current manager of funds).,2026-06-30
721,Carmignac Gestion,Equity LS,Discretionary,Fundamental,Europe,https://www.carmignac.com,,,+44-1269 8682464,0,,,medium,"Gemini:URL, Gemini:Contacts",Needs Review,ypage.uk for Carmignac Gestion Luxembourg,2026-06-30
723,CARN Capital AS,Equity LS,Discretionary,Fundamental,Europe,https://carncapital.com,ir@carncapital.com,,004747491997,80,,Investor Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,CARN Capital official website (carncapital.com/en/kontakt/),2026-06-30
724,Carnegie Asset Management,LongOnly,Active Index,Fundamental,ESG,https://cworldwide.com,post@cworldwide.no,info.se@cworldwide.com,+45 35 46 35 00,20,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Company website contact page: https://www.cworldwide.com/contact/,2026-06-30
725,Carrhae Capital,Equity LS,Discretionary,Fundamental,Emerging,https://www.carrhaecap.com,ir@carrhaecap.com,,+442032054850,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website (carrhaecap.com),2026-06-30
4138,Carronade Capital Management,Fixed Income,Discretionary,Fundamental,Global,https://carronade.com,ir@carronade.com,,+1-203-485-0880,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website: carronade.com,2026-06-30
729,CARUS-AR,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,low,None,No Reliable Contact Found,"Official website (carus-ar.com) is inaccessible due to an expired SSL certificate. No public contact email or phone found on Iconomi platform or through web searches for 'CARUS-AR investor relations contact email', 'CARUS-AR contact information', 'CARUS-AR email', or SEC filings.",2026-06-30
4017,Castlebar Capital,Equity LS,Discretionary,Fundamental,Global,https://www.castlebar-capital.com,,,,0,Not specified,Not specified,medium,Gemini:URL,No Reliable Contact Found,"Castlebar Capital official website: https://www.castlebar-capital.com. Address: 7 Stratford Place London, W1C 1AY.",2026-06-30
4074,Catalio Capital Management,Equity LS,Discretionary,Fundamental,Health Care,https://www.cataliocapital.com,ir@cataliocapital.com,,,80,,,high,"Gemini:URL, Gemini:Contacts",Verified,Private Equity International website,2026-06-30
735,Catalyst Capital Advisors,LongOnly,Systematic,Trend Following,Global,,Info@CatalystMutualFunds.com,,1-866-447-4228,20,,,high,Gemini:Contacts,Needs Review,Catalyst Funds official website: https://catalystmf.com/contact/,2026-06-30
739,Catella Fondforvaltning,Fixed Income,Credit,Fundamental,Nordic,https://www.catella.se,info@catella.se,,+46 8 6110690,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Email found on HedgeLists.com; Phone number found on swe.soopage.com for Catella Fondforvaltning AB.,2026-06-30
741,Causeway,Equity LS,Discretionary,Fundamental,Global,https://www.causewaycap.com,info@causewaycap.com,,1-866-947-7000,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Causeway Capital Management LLC official website contact page: https://www.causewaycap.com/contact-us-2/,2026-06-30
3850,Caygan Capital,Fixed Income,Discretionary,Multi Strategy,Global,https://www.caygan.com,clientrelations@caygan.com,,+44 203 418 9710,60,Naruhisa Nakagawa (Founder and CIO) / Nanda Lokanathan (CEO),,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Email found on caygan.com; Phone number found via SignalHire (citing caygan.com) and other business directories.,2026-06-30
755,Cederberg Capital,Equity LS,Discretionary,Fundamental,Asia,https://cederbergcap.com,ir@cederbergcap.com,info@cederbergcap.com,+442037451705,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website (cederbergcap.com) and Financial Conduct Authority (FCA) website,2026-06-30
4462,Challenger Solutions,RiskPremia,Systematic,Diversified,Global,,,,,0,,,low,None,No Reliable Contact Found,"No direct contact information (email or phone) was found on official websites or in public search results. Challenger Solutions is an alternative investment manager associated with Fidante, whose website states 'For more information, please contact us via email.' but does not provide an email address or phone number directly on the page.",2026-06-30
771,Chamaeleo Capital Management,CTA,Systematic,Multi Strategy,Global,https://www.chamaeleocapital.com,info@chamaeleocapital.com,,615 (919) 882-2002,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Chamaeleo Capital Management LLC official website (chamaeleocapital.com) and Crunchbase,2026-06-30
778,Chelton Wealth,CTA,Systematic,Short Term,Currency,https://cheltonwealth.com,info@cheltonwealth.com,,+971 (0)54 240 2 230,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Chelton Wealth official website contact page (https://cheltonwealth.com/contact/),2026-06-30
779,Chenavari,Fixed Income,Discretionary,Multi Strategy,Credit,https://www.chenavari.com,IR@chenavari.com,,+33 1 86 65 38 40,60,Ed Smalley,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Chenavari official website: https://www.chenavari.com/contact-us/,2026-06-30
3676,Chessica Management Corp,CTA,Systematic,Option Strategy,Equity,http://chessicallc.com,info@chessicallc.com,,,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website: http://chessicallc.com,2026-06-30
4030,Chilton Investment Company,Equity LS,Discretionary,Fundamental,Global,https://chiltonfunds.com,bmeck@chiltoninc.com,pkim@chiltoninc.com,203.352.4000,20,Teddy Wackerman,Client Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Official company website (chiltonfunds.com/contact-us),2026-06-30
4122,China Alpha Fund Management,Equity LS,Discretionary,Fundamental,Asia,,,,,0,,,low,None,No Reliable Contact Found,No direct investor relations contact information (email or phone) was found on publicly available company websites or regulatory filings after multiple search attempts for 'China Alpha Fund Management' and 'China Alpha Fund Management (HK) Limited'.,2026-06-30
788,China Asset Management (Hong Kong),Equity LS,Discretionary,Fundamental,Asia,https://www.chinaamc.com.hk,,,,0,Gan Tian,CEO,medium,Gemini:URL,No Reliable Contact Found,"Company website, ainvest.com",2026-06-30
790,CIBC Asset Management,CTA,Discretionary,Fundamental,Currency,https://www.cibc.com,fraud@cibc.com,,18003872979,60,Caroline Van Hasselt,"Director, External Communications and Media Relations",medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,CIBC Media Room press release (2014-12-08) and CIBC Asset Management 'Contact Us' page (no direct email displayed).,2026-06-30
792,CIFC,Fixed Income,Discretionary,Fundamental,Global,https://www.cifc.com,,,+1 786 652 3250,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,company website,2026-06-30
3724,Cipher Capital Management,CTA,Systematic,Multi Strategy,Global,https://ciphercap.com,,,,0,,,low,Gemini:URL,No Reliable Contact Found,No publicly available contact information (email or phone) found on the company website (ciphercap.com) or in publicly accessible SEC filings after extensive search for 'Cipher Capital Management' or 'Cipher Capital LP' Form ADV filings.,2026-06-30
795,Cipher Chain Capital,Crypto,Systematic,Market Neutral,Global,https://cipherchaincap.com,,,,0,"Samuel Donnelly (COO), Nathan Goldbaum (CIO)","Chief Operating Officer, Chief Investment Officer",medium,Gemini:URL,No Reliable Contact Found,"Hedgelists.com - Address: 1532 Graefield Rd Birmingham, MI United States. Emails for investor relations and key personnel were partially obscured (e.g., Inv***@cipherchaincap.com, sam***@cipherchaincap.com, nat***@cipherchaincap.com) and could not be fully extracted.",2026-06-30
799,CKC,Fixed Income,Discretionary,Fundamental,Global,https://ckc.fund,info@ckc.fund,,+1 (646) 423-4195,80,Heramb Awasthi,Investor Relations,medium,"Gemini:URL, WebScrape",Verified,RocketReach snippet from web search: 'Heramb Awasthi Email & Phone Number | CKC Fund: Offshore Crypto...',2026-06-30
4460,Clear Drop,Equity LS,Discretionary,Fundamental,North America,,,,,0,,,low,None,No Reliable Contact Found,No publicly available contact information for 'Clear Drop' hedge fund was found through web search of official websites or SEC filings.,2026-06-30
809,Clear Peak Capital,Equity LS,Discretionary,Fundamental,UK,,,,,0,,,low,None,No Reliable Contact Found,"No publicly available contact information for 'Clear Peak Capital' as a hedge fund or asset manager was found through web searches for investor relations, SEC filings, or official websites.",2026-06-30
811,Cleaves Asset Management,Equity LS,Discretionary,Fundamental,Shipping,,,,,0,,,low,None,No Reliable Contact Found,"Searched various queries including 'Cleaves Asset Management investor relations contact email', 'Cleaves Asset Management SEC Form ADV', 'Cleaves Asset Management official website contact', and 'Cleaves Asset Management Central Bank of Ireland contact'. A previously identified promising link (cleaves.no) resulted in a 404 error. No direct contact email or phone number was found on publicly available web pages or regulatory searches.",2026-06-30
823,Coeus Capital,CTA,Fund of Funds,Diversified,Currency,https://www.coeuscapital.eu,rvankuijk@coeuscapital.eu,hvandel@coeuscapital.eu,,60,Robert J. Teuwissen,Management,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Coeus Capital official website contact page,2026-06-30
830,COINBEST,Crypto,Discretionary,Digital Asset Allocator,Global,,ir@osl.com,,,40,Investor Relations Team,,medium,Gemini:Contacts,Needs Review,OSL Group Official Website (osl.com/hk-en/contactus); CoinBest rebranded to OSL Japan.,2026-06-30
832,Coincident Capital,Crypto,Discretionary,Crypto LS,Global,https://www.coincidentcapital.com,,,,0,Charity Williams,Director of Investor Relations,medium,Gemini:URL,No Reliable Contact Found,HedgeLists.com,2026-06-30
838,Comhla,CTA,Systematic,Short Term,Equity,https://comhla.com,,,+1 519 573 7253,0,John Bannan,CIO and Founder of ComhlaTech (strategy originates from here),medium,"Gemini:URL, WebScrape",Needs Review,IASG.com and ComhlaTech.com (NFA ID 0547412 confirmed on both).,2026-06-30
848,Concise Capital Management,Fixed Income,Discretionary,Fundamental,High Yield,https://concisecapital.com,ir@concisecapital.com,,(305) 371-4578,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,company website (concisecapital.com/contact/),2026-06-30
4033,Condire Investors,Equity LS,Discretionary,Fundamental,Global,,,,,0,,,low,None,No Reliable Contact Found,"No publicly available contact information for 'Condire Investors' was found through web searches for official websites, SEC filings, or general contact information.",2026-06-30
855,Constella Capital Management,Crypto,Discretionary,Market Neutral,Global,https://www.constella-capital.com,,,,0,Christophe Sfeir,Founder CEO,low,Gemini:URL,No Reliable Contact Found,"Constella Capital Management official website (https://www.constella-capital.com/). Physical address found in search results: 180, Route De Longwy L-1940 Luxembourg Grand Duchy of Luxembourg.",2026-06-30
857,Contour Asset Management,Equity LS,Discretionary,Fundamental,Technology,https://www.contourasset.com,vanessa.hernandez@contourasset.com,,646.532.6042,70,Jennifer Brokaw,Director of Marketing,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,privatefunddata.com,2026-06-30
858,Contrarian Investors,CTA,Systematic,Contrarian,Commodity,,,,,0,"Randon Samelson, Lincoln Samelson","Founder, Head of Firm",low,None,No Reliable Contact Found,IASG website,2026-06-30
859,CONTRENDIAN,CTA,Systematic,Multi Strategy,Global,https://www.contrendian.com,info@contrendian.com,,+852 3611 0938,80,CONTRENDIAN Limited,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,company website,2026-06-30
863,Cooper Creek,Equity LS,Discretionary,Fundamental,US,,,,,0,John Mccleary,CFO,medium,None,No Reliable Contact Found,"SEC Form 13F filings for address, RocketReach for contact name and title.",2026-06-30
866,Cordiant,Infrastructure,Discretionary,Telecom,Global,https://www.cordiantcap.com,cordiant@mhpgroup.com,cordiantcapital@brunswickgroup.com,+1-514-286-1142,20,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Crunchbase Investor Profile & Investments,2026-06-30
870,CoreCommodity Management,LongOnly,Active Index,Diversified,Commodity,https://corecommodityllc.com,Investor_Relations@CoreCommodityllc.com,,203.708.6500,20,,Investor Relations,high,"Gemini:URL, Gemini:Contacts",Needs Review,CoreCommodity Management LLC official website,2026-06-30
886,Creative Derivative Management,CTA,Discretionary,Fundamental,Agricultural,https://creativederivatives.com,admin@creativederivatives.com,,,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website,2026-06-30
887,Credere Capital,Fixed Income,Discretionary,Convertible,Global,https://crederecapital.co.uk,,,+44 203 819 5927,0,Oliver Dobbs,Founder and Chief Investment Officer,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,HedgeLists.com,2026-06-30
3766,Crescat Capital,Hedge Fund,Discretionary,Fundamental,Global,https://www.crescat.net,info@crescat.net,,303 271 9997,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Crescat Capital official website,2026-06-30
895,Crescit Asset Management,CTA,Discretionary,Multi Strategy,Global,https://crescit.se,kontakt@crescit.se,,,60,,,low,"Gemini:URL, WebScrape",Verified,Crescit Asset Management AB Brahegatan 20 114 37 Stockholm (address found on official website crescit.se/en/). Email and phone not publicly available.,2026-06-30
